experiment,image,method,kernel,pred_count,gt_count,abs_error,count_accuracy,small,normal,large_stuck
adp_k5,8c7c691333.jpg,adaptive,5,19,1,18,-17.0,1,12,6
adp_k5,8e89dfa19b.jpg,adaptive,5,8,6,2,0.6666666666666667,2,6,0
adp_k5,908f1fc748.jpg,adaptive,5,4,1,3,-2.0,1,2,1
adp_k5,91851d8baa.jpg,adaptive,5,11,1,10,-9.0,5,4,2
adp_k5,94b5bdb199.jpg,adaptive,5,7,4,3,0.25,1,3,3
adp_k5,97868f7555.jpg,adaptive,5,12,5,7,-0.3999999999999999,2,7,3
adp_k5,97e6af6151.jpg,adaptive,5,4,7,3,0.5714285714285714,2,1,1
adp_k5,980bc77535.jpg,adaptive,5,3,3,0,1.0,1,2,0
adp_k5,990db901a0.jpg,adaptive,5,21,34,13,0.6176470588235294,7,5,9
adp_k5,9981524f15.jpg,adaptive,5,2,1,1,0.0,0,2,0
adp_k5,9ab6493bdc.jpg,adaptive,5,17,2,15,-6.5,4,7,6
adp_k5,9b1df4ab21.jpg,adaptive,5,8,2,6,-2.0,2,4,2
adp_k5,9bdccee820.jpg,adaptive,5,13,8,5,0.375,1,6,6
adp_k5,9d2dea7b8f.jpg,adaptive,5,16,9,7,0.2222222222222222,3,6,7
adp_k5,9e575d70ea.jpg,adaptive,5,88,3,85,-27.333333333333332,23,36,29
adp_k5,9ef3898d38.jpg,adaptive,5,14,4,10,-1.5,3,7,4
adp_k5,a15f18c804.jpg,adaptive,5,13,7,6,0.1428571428571429,5,4,4
adp_k5,a188d78b85.jpg,adaptive,5,18,5,13,-1.6,3,7,8
adp_k5,a19f00a771.jpg,adaptive,5,2,8,6,0.25,0,2,0
adp_k5,a1fae3d9ea.jpg,adaptive,5,23,26,3,0.8846153846153846,5,14,4
adp_k5,a5faa8e072.jpg,adaptive,5,6,23,17,0.26086956521739135,1,3,2
adp_k5,a61fb409e8.jpg,adaptive,5,7,1,6,-5.0,0,5,2
adp_k5,abd33e40b9.jpg,adaptive,5,3,6,3,0.5,0,2,1
adp_k5,ae2a9d0217.jpg,adaptive,5,10,2,8,-3.0,2,6,2
adp_k5,afc5895108.jpg,adaptive,5,20,10,10,0.0,4,9,7
adp_k5,afed6c9305.jpg,adaptive,5,3,2,1,0.5,1,2,0
adp_k5,b05183cf6c.jpg,adaptive,5,9,1,8,-7.0,3,2,4
adp_k5,b22b3d9c4e.jpg,adaptive,5,4,1,3,-2.0,1,3,0
adp_k5,b36a35b1cf.jpg,adaptive,5,9,4,5,-0.25,0,6,3
adp_k5,b490ad931a.jpg,adaptive,5,60,16,44,-1.75,19,23,18
adp_k5,b61d911828.jpg,adaptive,5,1,30,29,0.033333333333333326,0,1,0
adp_k5,b65bf338f7.jpg,adaptive,5,18,10,8,0.19999999999999996,2,9,7
adp_k5,bc673941fb.jpg,adaptive,5,0,6,6,0.0,0,0,0
adp_k5,bc6914ff98.jpg,adaptive,5,13,1,12,-11.0,3,4,6
adp_k5,bd5e683f30.jpg,adaptive,5,9,6,3,0.5,2,4,3
adp_k5,bdddd66dc5.jpg,adaptive,5,51,8,43,-4.375,9,31,11
adp_k5,c0ac04a0cf.jpg,adaptive,5,13,1,12,-11.0,6,3,4
adp_k5,c13910bc18.jpg,adaptive,5,13,2,11,-4.5,5,4,4
adp_k5,c1a9fbb8bc.jpg,adaptive,5,11,7,4,0.4285714285714286,2,4,5
adp_k5,c20d83cdfe.jpg,adaptive,5,23,1,22,-21.0,7,7,9
adp_k5,c2d0445950.jpg,adaptive,5,8,2,6,-2.0,3,3,2
adp_k5,c36182ac9a.jpg,adaptive,5,11,4,7,-0.75,3,4,4
adp_k5,c3ddc33f41.jpg,adaptive,5,3,2,1,0.5,0,3,0
adp_k5,c45fe65ea2.jpg,adaptive,5,4,1,3,-2.0,1,2,1
adp_k5,c99b8f0e24.jpg,adaptive,5,72,14,58,-3.1428571428571432,13,33,26
adp_k5,cb1e6a6967.jpg,adaptive,5,2,8,6,0.25,1,1,0
adp_k5,cb4769d1a9.jpg,adaptive,5,13,24,11,0.5416666666666667,3,5,5
adp_k5,d0a3c1f8d3.jpg,adaptive,5,11,9,2,0.7777777777777778,2,4,5
adp_k5,d339767881.jpg,adaptive,5,10,2,8,-3.0,2,4,4
adp_k5,d3a549a4ac.jpg,adaptive,5,2,1,1,0.0,1,0,1
adp_k5,d4a5b2ad56.jpg,adaptive,5,8,8,0,1.0,1,4,3
adp_k5,d603d1e7e2.jpg,adaptive,5,19,16,3,0.8125,0,18,1
adp_k5,d7416e5a02.jpg,adaptive,5,30,1,29,-28.0,11,9,10
adp_k5,d74bf34efc.jpg,adaptive,5,32,35,3,0.9142857142857143,4,26,2
adp_k5,d87fde36bf.jpg,adaptive,5,25,8,17,-1.125,10,7,8
adp_k5,d8e50e61e9.jpg,adaptive,5,17,8,9,-0.125,4,9,4
adp_k5,dc76e7bc74.jpg,adaptive,5,18,9,9,0.0,3,9,6
adp_k5,e036bb9f36.jpg,adaptive,5,4,1,3,-2.0,1,3,0
adp_k5,e458d60056.jpg,adaptive,5,14,1,13,-12.0,1,8,5
adp_k5,e464aa2ba3.jpg,adaptive,5,6,6,0,1.0,1,3,2
adp_k5,e48a9d76fa.jpg,adaptive,5,54,1,53,-52.0,5,39,10
adp_k5,e5498c038d.jpg,adaptive,5,31,12,19,-0.5833333333333333,11,14,6
adp_k5,e56270ad8e.jpg,adaptive,5,4,1,3,-2.0,2,0,2
adp_k5,e58d420bba.jpg,adaptive,5,64,1,63,-62.0,20,21,23
adp_k5,e893dcbca8.jpg,adaptive,5,17,4,13,-2.25,4,7,6
adp_k5,e982d8d424.jpg,adaptive,5,10,2,8,-3.0,2,5,3
adp_k5,ea2f399c2c.jpg,adaptive,5,0,12,12,0.0,0,0,0
adp_k5,ecb30e89ac.jpg,adaptive,5,15,10,5,0.5,4,8,3
adp_k5,f14da4ee62.jpg,adaptive,5,2,4,2,0.5,1,0,1
adp_k5,f35a790bd0.jpg,adaptive,5,75,14,61,-3.3571428571428568,20,30,25
adp_k5,f5fd0e7e9b.jpg,adaptive,5,42,12,30,-1.5,10,20,12
adp_k5,f8101d6dd1.jpg,adaptive,5,9,5,4,0.19999999999999996,2,5,2
adp_k5,f8b6b6d100.jpg,adaptive,5,39,4,35,-7.75,7,16,16
adp_k5,f8cc6f7201.jpg,adaptive,5,10,5,5,0.0,3,4,3
adp_k5,fa5950f31e.jpg,adaptive,5,7,1,6,-5.0,3,2,2
